"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","Month","Value","Flag Codes"
"TUR","CPI","TOT","AGRWTH","M","1989-05",59.58209,
"TUR","CPI","TOT","AGRWTH","M","1989-06",61.47929,
"TUR","CPI","TOT","AGRWTH","M","1989-07",63.77402,
"TUR","CPI","TOT","AGRWTH","M","1989-08",65.58589,
"TUR","CPI","TOT","AGRWTH","M","1989-09",65.145,
"TUR","CPI","TOT","AGRWTH","M","1989-10",66.07324,
"TUR","CPI","TOT","AGRWTH","M","1989-11",64.5099,
"TUR","CPI","TOT","AGRWTH","M","1989-12",64.27898,
"TUR","CPI","TOT","AGRWTH","M","1990-01",60.03537,
"TUR","CPI","TOT","AGRWTH","M","1990-02",59.49367,
"TUR","CPI","TOT","AGRWTH","M","1990-03",62.81736,
"TUR","CPI","TOT","AGRWTH","M","1990-04",63.45412,
"TUR","CPI","TOT","AGRWTH","M","1990-05",63.48672,
"TUR","CPI","TOT","AGRWTH","M","1990-06",62.55038,
"TUR","CPI","TOT","AGRWTH","M","1990-07",56.29445,
"TUR","CPI","TOT","AGRWTH","M","1990-08",54.82652,
"TUR","CPI","TOT","AGRWTH","M","1990-09",59.31707,
"TUR","CPI","TOT","AGRWTH","M","1990-10",60.30628,
"TUR","CPI","TOT","AGRWTH","M","1990-11",61.31494,
"TUR","CPI","TOT","AGRWTH","M","1990-12",60.41308,
"TUR","CPI","TOT","AGRWTH","M","1991-01",61.98895,
"TUR","CPI","TOT","AGRWTH","M","1991-02",63.54498,
"TUR","CPI","TOT","AGRWTH","M","1991-03",62.27364,
"TUR","CPI","TOT","AGRWTH","M","1991-04",62.14622,
"TUR","CPI","TOT","AGRWTH","M","1991-05",62.56293,
"TUR","CPI","TOT","AGRWTH","M","1991-06",64.87827,
"TUR","CPI","TOT","AGRWTH","M","1991-07",68.60069,
"TUR","CPI","TOT","AGRWTH","M","1991-08",70.95629,
"TUR","CPI","TOT","AGRWTH","M","1991-09",66.85038,
"TUR","CPI","TOT","AGRWTH","M","1991-10",66.46924,
"TUR","CPI","TOT","AGRWTH","M","1991-11",66.84862,
"TUR","CPI","TOT","AGRWTH","M","1991-12",71.13734,
"TUR","CPI","TOT","AGRWTH","M","1992-01",78.49591,
"TUR","CPI","TOT","AGRWTH","M","1992-02",77.83889,
"TUR","CPI","TOT","AGRWTH","M","1992-03",78.68878,
"TUR","CPI","TOT","AGRWTH","M","1992-04",73.99273,
"TUR","CPI","TOT","AGRWTH","M","1992-05",69.86205,
"TUR","CPI","TOT","AGRWTH","M","1992-06",65.79163,
"TUR","CPI","TOT","AGRWTH","M","1992-07",65.80297,
"TUR","CPI","TOT","AGRWTH","M","1992-08",65.54185,
"TUR","CPI","TOT","AGRWTH","M","1992-09",67.66577,
"TUR","CPI","TOT","AGRWTH","M","1992-10",69.18398,
"TUR","CPI","TOT","AGRWTH","M","1992-11",68.59324,
"TUR","CPI","TOT","AGRWTH","M","1992-12",65.96656,
"TUR","CPI","TOT","AGRWTH","M","1993-01",59.7688,
"TUR","CPI","TOT","AGRWTH","M","1993-02",58.159,
"TUR","CPI","TOT","AGRWTH","M","1993-03",58.01023,
"TUR","CPI","TOT","AGRWTH","M","1993-04",58.97007,
"TUR","CPI","TOT","AGRWTH","M","1993-05",65.02859,
"TUR","CPI","TOT","AGRWTH","M","1993-06",67.23569,
"TUR","CPI","TOT","AGRWTH","M","1993-07",73.11574,
"TUR","CPI","TOT","AGRWTH","M","1993-08",71.20345,
"TUR","CPI","TOT","AGRWTH","M","1993-09",68.24516,
"TUR","CPI","TOT","AGRWTH","M","1993-10",67.20033,
"TUR","CPI","TOT","AGRWTH","M","1993-11",69.61837,
"TUR","CPI","TOT","AGRWTH","M","1993-12",71.076,
"TUR","CPI","TOT","AGRWTH","M","1994-01",69.64659,
"TUR","CPI","TOT","AGRWTH","M","1994-02",73.78278,
"TUR","CPI","TOT","AGRWTH","M","1994-03",75.53236,
"TUR","CPI","TOT","AGRWTH","M","1994-04",107.4784,
"TUR","CPI","TOT","AGRWTH","M","1994-05",114.4669,
"TUR","CPI","TOT","AGRWTH","M","1994-06",114.7278,
"TUR","CPI","TOT","AGRWTH","M","1994-07",111.1438,
"TUR","CPI","TOT","AGRWTH","M","1994-08",111.493,
"TUR","CPI","TOT","AGRWTH","M","1994-09",112.6928,
"TUR","CPI","TOT","AGRWTH","M","1994-10",113.4355,
"TUR","CPI","TOT","AGRWTH","M","1994-11",113.3558,
"TUR","CPI","TOT","AGRWTH","M","1994-12",120.311,
"TUR","CPI","TOT","AGRWTH","M","1995-01",125.8915,
"TUR","CPI","TOT","AGRWTH","M","1995-02",122.4163,
"TUR","CPI","TOT","AGRWTH","M","1995-03",119.6699,
"TUR","CPI","TOT","AGRWTH","M","1995-04",88.4058,
"TUR","CPI","TOT","AGRWTH","M","1995-05",79.81462,
"TUR","CPI","TOT","AGRWTH","M","1995-06",80.90909,
"TUR","CPI","TOT","AGRWTH","M","1995-07",80.80313,
"TUR","CPI","TOT","AGRWTH","M","1995-08",83.42857,
"TUR","CPI","TOT","AGRWTH","M","1995-09",86.00897,
"TUR","CPI","TOT","AGRWTH","M","1995-10",84.36455,
"TUR","CPI","TOT","AGRWTH","M","1995-11",81.52515,
"TUR","CPI","TOT","AGRWTH","M","1995-12",76.04703,
"TUR","CPI","TOT","AGRWTH","M","1996-01",78.1057,
"TUR","CPI","TOT","AGRWTH","M","1996-02",77.48691,
"TUR","CPI","TOT","AGRWTH","M","1996-03",79.33626,
"TUR","CPI","TOT","AGRWTH","M","1996-04",80.8284,
"TUR","CPI","TOT","AGRWTH","M","1996-05",82.93242,
"TUR","CPI","TOT","AGRWTH","M","1996-06",82.85874,
"TUR","CPI","TOT","AGRWTH","M","1996-07",81.2026,
"TUR","CPI","TOT","AGRWTH","M","1996-08",82.65836,
"TUR","CPI","TOT","AGRWTH","M","1996-09",79.31533,
"TUR","CPI","TOT","AGRWTH","M","1996-10",79.59184,
"TUR","CPI","TOT","AGRWTH","M","1996-11",80.38112,
"TUR","CPI","TOT","AGRWTH","M","1996-12",79.75793,
"TUR","CPI","TOT","AGRWTH","M","1997-01",75.72254,
"TUR","CPI","TOT","AGRWTH","M","1997-02",77.65487,
"TUR","CPI","TOT","AGRWTH","M","1997-03",77.30447,
"TUR","CPI","TOT","AGRWTH","M","1997-04",77.15968,
"TUR","CPI","TOT","AGRWTH","M","1997-05",77.45773,
"TUR","CPI","TOT","AGRWTH","M","1997-06",78.0458,
"TUR","CPI","TOT","AGRWTH","M","1997-07",85.23169,
"TUR","CPI","TOT","AGRWTH","M","1997-08",87.03809,
"TUR","CPI","TOT","AGRWTH","M","1997-09",89.86287,
"TUR","CPI","TOT","AGRWTH","M","1997-10",93.15656,
"TUR","CPI","TOT","AGRWTH","M","1997-11",95.82233,
"TUR","CPI","TOT","AGRWTH","M","1997-12",99.0945,
"TUR","CPI","TOT","AGRWTH","M","1998-01",101.6228,
"TUR","CPI","TOT","AGRWTH","M","1998-02",99.2528,
"TUR","CPI","TOT","AGRWTH","M","1998-03",97.18393,
"TUR","CPI","TOT","AGRWTH","M","1998-04",93.57222,
"TUR","CPI","TOT","AGRWTH","M","1998-05",91.37262,
"TUR","CPI","TOT","AGRWTH","M","1998-06",90.55051,
"TUR","CPI","TOT","AGRWTH","M","1998-07",85.34538,
"TUR","CPI","TOT","AGRWTH","M","1998-08",81.42857,
"TUR","CPI","TOT","AGRWTH","M","1998-09",80.4277,
"TUR","CPI","TOT","AGRWTH","M","1998-10",76.63747,
"TUR","CPI","TOT","AGRWTH","M","1998-11",72.76852,
"TUR","CPI","TOT","AGRWTH","M","1998-12",69.72594,
"TUR","CPI","TOT","AGRWTH","M","1999-01",65.90167,
"TUR","CPI","TOT","AGRWTH","M","1999-02",63.92708,
"TUR","CPI","TOT","AGRWTH","M","1999-03",63.5374,
"TUR","CPI","TOT","AGRWTH","M","1999-04",63.85496,
"TUR","CPI","TOT","AGRWTH","M","1999-05",62.96672,
"TUR","CPI","TOT","AGRWTH","M","1999-06",64.26965,
"TUR","CPI","TOT","AGRWTH","M","1999-07",65.00349,
"TUR","CPI","TOT","AGRWTH","M","1999-08",65.40459,
"TUR","CPI","TOT","AGRWTH","M","1999-09",64.27001,
"TUR","CPI","TOT","AGRWTH","M","1999-10",64.69543,
"TUR","CPI","TOT","AGRWTH","M","1999-11",64.55184,
"TUR","CPI","TOT","AGRWTH","M","1999-12",68.79208,
"TUR","CPI","TOT","AGRWTH","M","2000-01",68.87825,
"TUR","CPI","TOT","AGRWTH","M","2000-02",69.74646,
"TUR","CPI","TOT","AGRWTH","M","2000-03",67.89619,
"TUR","CPI","TOT","AGRWTH","M","2000-04",63.82483,
"TUR","CPI","TOT","AGRWTH","M","2000-05",62.67466,
"TUR","CPI","TOT","AGRWTH","M","2000-06",58.61823,
"TUR","CPI","TOT","AGRWTH","M","2000-07",56.21405,
"TUR","CPI","TOT","AGRWTH","M","2000-08",53.1652,
"TUR","CPI","TOT","AGRWTH","M","2000-09",48.95833,
"TUR","CPI","TOT","AGRWTH","M","2000-10",44.43645,
"TUR","CPI","TOT","AGRWTH","M","2000-11",43.75728,
"TUR","CPI","TOT","AGRWTH","M","2000-12",39.03362,
"TUR","CPI","TOT","AGRWTH","M","2001-01",35.91754,
"TUR","CPI","TOT","AGRWTH","M","2001-02",33.42193,
"TUR","CPI","TOT","AGRWTH","M","2001-03",37.50773,
"TUR","CPI","TOT","AGRWTH","M","2001-04",48.27243,
"TUR","CPI","TOT","AGRWTH","M","2001-05",52.38559,
"TUR","CPI","TOT","AGRWTH","M","2001-06",56.10169,
"TUR","CPI","TOT","AGRWTH","M","2001-07",56.32918,
"TUR","CPI","TOT","AGRWTH","M","2001-08",57.50232,
"TUR","CPI","TOT","AGRWTH","M","2001-09",61.8015,
"TUR","CPI","TOT","AGRWTH","M","2001-10",66.46857,
"TUR","CPI","TOT","AGRWTH","M","2001-11",67.29367,
"TUR","CPI","TOT","AGRWTH","M","2001-12",68.53169,
"TUR","CPI","TOT","AGRWTH","M","2002-01",73.15701,
"TUR","CPI","TOT","AGRWTH","M","2002-02",73.07876,
"TUR","CPI","TOT","AGRWTH","M","2002-03",65.11308,
"TUR","CPI","TOT","AGRWTH","M","2002-04",52.72344,
"TUR","CPI","TOT","AGRWTH","M","2002-05",46.21862,
"TUR","CPI","TOT","AGRWTH","M","2002-06",42.60394,
"TUR","CPI","TOT","AGRWTH","M","2002-07",41.27715,
"TUR","CPI","TOT","AGRWTH","M","2002-08",40.24142,
"TUR","CPI","TOT","AGRWTH","M","2002-09",37.04798,
"TUR","CPI","TOT","AGRWTH","M","2002-10",33.44859,
"TUR","CPI","TOT","AGRWTH","M","2002-11",31.76601,
"TUR","CPI","TOT","AGRWTH","M","2002-12",29.74879,
"TUR","CPI","TOT","AGRWTH","M","2003-01",26.38394,
"TUR","CPI","TOT","AGRWTH","M","2003-02",26.11956,
"TUR","CPI","TOT","AGRWTH","M","2003-03",27.08445,
"TUR","CPI","TOT","AGRWTH","M","2003-04",25.756,
"TUR","CPI","TOT","AGRWTH","M","2003-05",26.23048,
"TUR","CPI","TOT","AGRWTH","M","2003-06",25.59829,
"TUR","CPI","TOT","AGRWTH","M","2003-07",23.57856,
"TUR","CPI","TOT","AGRWTH","M","2003-08",21.13059,
"TUR","CPI","TOT","AGRWTH","M","2003-09",18.6389,
"TUR","CPI","TOT","AGRWTH","M","2003-10",15.92807,
"TUR","CPI","TOT","AGRWTH","M","2003-11",14.07836,
"TUR","CPI","TOT","AGRWTH","M","2003-12",12.70951,
"TUR","CPI","TOT","AGRWTH","M","2004-01",10.59407,
"TUR","CPI","TOT","AGRWTH","M","2004-02",9.477294,
"TUR","CPI","TOT","AGRWTH","M","2004-03",8.397881,
"TUR","CPI","TOT","AGRWTH","M","2004-04",7.871632,
"TUR","CPI","TOT","AGRWTH","M","2004-05",7.307077,
"TUR","CPI","TOT","AGRWTH","M","2004-06",7.081502,
"TUR","CPI","TOT","AGRWTH","M","2004-07",7.795457,
"TUR","CPI","TOT","AGRWTH","M","2004-08",8.442402,
"TUR","CPI","TOT","AGRWTH","M","2004-09",8.01459,
"TUR","CPI","TOT","AGRWTH","M","2004-10",9.425669,
"TUR","CPI","TOT","AGRWTH","M","2004-11",9.471451,
"TUR","CPI","TOT","AGRWTH","M","2004-12",9.35459,
"TUR","CPI","TOT","AGRWTH","M","2005-01",9.23576,
"TUR","CPI","TOT","AGRWTH","M","2005-02",8.694827,
"TUR","CPI","TOT","AGRWTH","M","2005-03",7.944716,
"TUR","CPI","TOT","AGRWTH","M","2005-04",8.17663,
"TUR","CPI","TOT","AGRWTH","M","2005-05",8.700512,
"TUR","CPI","TOT","AGRWTH","M","2005-06",8.954389,
"TUR","CPI","TOT","AGRWTH","M","2005-07",7.816561,
"TUR","CPI","TOT","AGRWTH","M","2005-08",7.914133,
"TUR","CPI","TOT","AGRWTH","M","2005-09",7.994889,
"TUR","CPI","TOT","AGRWTH","M","2005-10",7.515844,
"TUR","CPI","TOT","AGRWTH","M","2005-11",7.612335,
"TUR","CPI","TOT","AGRWTH","M","2005-12",7.720007,
"TUR","CPI","TOT","AGRWTH","M","2006-01",7.930824,
"TUR","CPI","TOT","AGRWTH","M","2006-02",8.14776,
"TUR","CPI","TOT","AGRWTH","M","2006-03",8.16131,
"TUR","CPI","TOT","AGRWTH","M","2006-04",8.829888,
"TUR","CPI","TOT","AGRWTH","M","2006-05",9.863742,
"TUR","CPI","TOT","AGRWTH","M","2006-06",10.119,
"TUR","CPI","TOT","AGRWTH","M","2006-07",11.69278,
"TUR","CPI","TOT","AGRWTH","M","2006-08",10.2621,
"TUR","CPI","TOT","AGRWTH","M","2006-09",10.54678,
"TUR","CPI","TOT","AGRWTH","M","2006-10",9.979244,
"TUR","CPI","TOT","AGRWTH","M","2006-11",9.85754,
"TUR","CPI","TOT","AGRWTH","M","2006-12",9.653485,
"TUR","CPI","TOT","AGRWTH","M","2007-01",9.929595,
"TUR","CPI","TOT","AGRWTH","M","2007-02",10.15827,
"TUR","CPI","TOT","AGRWTH","M","2007-03",10.86326,
"TUR","CPI","TOT","AGRWTH","M","2007-04",10.71996,
"TUR","CPI","TOT","AGRWTH","M","2007-05",9.227769,
"TUR","CPI","TOT","AGRWTH","M","2007-06",8.598305,
"TUR","CPI","TOT","AGRWTH","M","2007-07",6.899476,
"TUR","CPI","TOT","AGRWTH","M","2007-08",7.394503,
"TUR","CPI","TOT","AGRWTH","M","2007-09",7.124837,
"TUR","CPI","TOT","AGRWTH","M","2007-10",7.699857,
"TUR","CPI","TOT","AGRWTH","M","2007-11",8.399165,
"TUR","CPI","TOT","AGRWTH","M","2007-12",8.38724,
"TUR","CPI","TOT","AGRWTH","M","2008-01",8.171378,
"TUR","CPI","TOT","AGRWTH","M","2008-02",9.104237,
"TUR","CPI","TOT","AGRWTH","M","2008-03",9.152321,
"TUR","CPI","TOT","AGRWTH","M","2008-04",9.660519,
"TUR","CPI","TOT","AGRWTH","M","2008-05",10.74056,
"TUR","CPI","TOT","AGRWTH","M","2008-06",10.60921,
"TUR","CPI","TOT","AGRWTH","M","2008-07",12.06461,
"TUR","CPI","TOT","AGRWTH","M","2008-08",11.7664,
"TUR","CPI","TOT","AGRWTH","M","2008-09",11.12538,
"TUR","CPI","TOT","AGRWTH","M","2008-10",11.9857,
"TUR","CPI","TOT","AGRWTH","M","2008-11",10.75971,
"TUR","CPI","TOT","AGRWTH","M","2008-12",10.0638,
"TUR","CPI","TOT","AGRWTH","M","2009-01",9.500477,
"TUR","CPI","TOT","AGRWTH","M","2009-02",7.733136,
"TUR","CPI","TOT","AGRWTH","M","2009-03",7.885806,
"TUR","CPI","TOT","AGRWTH","M","2009-04",6.126055,
"TUR","CPI","TOT","AGRWTH","M","2009-05",5.236345,
"TUR","CPI","TOT","AGRWTH","M","2009-06",5.734257,
"TUR","CPI","TOT","AGRWTH","M","2009-07",5.392535,
"TUR","CPI","TOT","AGRWTH","M","2009-08",5.334795,
"TUR","CPI","TOT","AGRWTH","M","2009-09",5.272284,
"TUR","CPI","TOT","AGRWTH","M","2009-10",5.076047,
"TUR","CPI","TOT","AGRWTH","M","2009-11",5.530726,
"TUR","CPI","TOT","AGRWTH","M","2009-12",6.525804,
"TUR","CPI","TOT","AGRWTH","M","2010-01",8.185208,
"TUR","CPI","TOT","AGRWTH","M","2010-02",10.12785,
"TUR","CPI","TOT","AGRWTH","M","2010-03",9.560819,
"TUR","CPI","TOT","AGRWTH","M","2010-04",10.19426,
"TUR","CPI","TOT","AGRWTH","M","2010-05",9.099822,
"TUR","CPI","TOT","AGRWTH","M","2010-06",8.367509,
"TUR","CPI","TOT","AGRWTH","M","2010-07",7.577238,
"TUR","CPI","TOT","AGRWTH","M","2010-08",8.334865,
"TUR","CPI","TOT","AGRWTH","M","2010-09",9.235649,
"TUR","CPI","TOT","AGRWTH","M","2010-10",8.619252,
"TUR","CPI","TOT","AGRWTH","M","2010-11",7.287807,
"TUR","CPI","TOT","AGRWTH","M","2010-12",6.40103,
"TUR","CPI","TOT","AGRWTH","M","2011-01",4.900328,
"TUR","CPI","TOT","AGRWTH","M","2011-02",4.156521,
"TUR","CPI","TOT","AGRWTH","M","2011-03",3.986037,
"TUR","CPI","TOT","AGRWTH","M","2011-04",4.264607,
"TUR","CPI","TOT","AGRWTH","M","2011-05",7.172545,
"TUR","CPI","TOT","AGRWTH","M","2011-06",6.235879,
"TUR","CPI","TOT","AGRWTH","M","2011-07",6.311368,
"TUR","CPI","TOT","AGRWTH","M","2011-08",6.653477,
"TUR","CPI","TOT","AGRWTH","M","2011-09",6.154018,
"TUR","CPI","TOT","AGRWTH","M","2011-10",7.655607,
"TUR","CPI","TOT","AGRWTH","M","2011-11",9.484649,
"TUR","CPI","TOT","AGRWTH","M","2011-12",10.44817,
"TUR","CPI","TOT","AGRWTH","M","2012-01",10.61336,
"TUR","CPI","TOT","AGRWTH","M","2012-02",10.43332,
"TUR","CPI","TOT","AGRWTH","M","2012-03",10.42772,
"TUR","CPI","TOT","AGRWTH","M","2012-04",11.13795,
"TUR","CPI","TOT","AGRWTH","M","2012-05",8.280488,
"TUR","CPI","TOT","AGRWTH","M","2012-06",8.868567,
"TUR","CPI","TOT","AGRWTH","M","2012-07",9.065187,
"TUR","CPI","TOT","AGRWTH","M","2012-08",8.883235,
"TUR","CPI","TOT","AGRWTH","M","2012-09",9.185122,
"TUR","CPI","TOT","AGRWTH","M","2012-10",7.79889,
"TUR","CPI","TOT","AGRWTH","M","2012-11",6.369555,
"TUR","CPI","TOT","AGRWTH","M","2012-12",6.163804,
"TUR","CPI","TOT","AGRWTH","M","2013-01",7.307654,
"TUR","CPI","TOT","AGRWTH","M","2013-02",7.025403,
"TUR","CPI","TOT","AGRWTH","M","2013-03",7.290645,
"TUR","CPI","TOT","AGRWTH","M","2013-04",6.133784,
"TUR","CPI","TOT","AGRWTH","M","2013-05",6.514689,
"TUR","CPI","TOT","AGRWTH","M","2013-06",8.297519,
"TUR","CPI","TOT","AGRWTH","M","2013-07",8.884429,
"TUR","CPI","TOT","AGRWTH","M","2013-08",8.168233,
"TUR","CPI","TOT","AGRWTH","M","2013-09",7.882438,
"TUR","CPI","TOT","AGRWTH","M","2013-10",7.711936,
"TUR","CPI","TOT","AGRWTH","M","2013-11",7.315695,
"TUR","CPI","TOT","AGRWTH","M","2013-12",7.40046,
"TUR","CPI","TOT","AGRWTH","M","2014-01",7.751223,
"TUR","CPI","TOT","AGRWTH","M","2014-02",7.889047,
"TUR","CPI","TOT","AGRWTH","M","2014-03",8.385505,
"TUR","CPI","TOT","AGRWTH","M","2014-04",9.38339,
"TUR","CPI","TOT","AGRWTH","M","2014-05",9.656018,
"TUR","CPI","TOT","AGRWTH","M","2014-06",9.163472,
"TUR","CPI","TOT","AGRWTH","M","2014-07",9.319367,
"TUR","CPI","TOT","AGRWTH","M","2014-08",9.536024,
"TUR","CPI","TOT","AGRWTH","M","2014-09",8.856236,
"TUR","CPI","TOT","AGRWTH","M","2014-10",8.962885,
"TUR","CPI","TOT","AGRWTH","M","2014-11",9.150728,
"TUR","CPI","TOT","AGRWTH","M","2014-12",8.169949,
"TUR","CPI","TOT","AGRWTH","M","2015-01",7.24073,
"TUR","CPI","TOT","AGRWTH","M","2015-02",7.546687,
"TUR","CPI","TOT","AGRWTH","M","2015-03",7.610254,
"TUR","CPI","TOT","AGRWTH","M","2015-04",7.912801,
"TUR","CPI","TOT","AGRWTH","M","2015-05",8.092989,
"TUR","CPI","TOT","AGRWTH","M","2015-06",7.204527,
"TUR","CPI","TOT","AGRWTH","M","2015-07",6.814163,
"TUR","CPI","TOT","AGRWTH","M","2015-08",7.14051,
"TUR","CPI","TOT","AGRWTH","M","2015-09",7.946993,
"TUR","CPI","TOT","AGRWTH","M","2015-10",7.581431,
"TUR","CPI","TOT","AGRWTH","M","2015-11",8.102242,
"TUR","CPI","TOT","AGRWTH","M","2015-12",8.808332,
"TUR","CPI","TOT","AGRWTH","M","2016-01",9.578758,
"TUR","CPI","TOT","AGRWTH","M","2016-02",8.777355,
"TUR","CPI","TOT","AGRWTH","M","2016-03",7.459938,
"TUR","CPI","TOT","AGRWTH","M","2016-04",6.565403,
"TUR","CPI","TOT","AGRWTH","M","2016-05",6.582327,
"TUR","CPI","TOT","AGRWTH","M","2016-06",7.637471,
"TUR","CPI","TOT","AGRWTH","M","2016-07",8.793408,
"TUR","CPI","TOT","AGRWTH","M","2016-08",8.045095,
"TUR","CPI","TOT","AGRWTH","M","2016-09",7.282125,
"TUR","CPI","TOT","AGRWTH","M","2016-10",7.159431,
"TUR","CPI","TOT","AGRWTH","M","2016-11",7.000521,
"TUR","CPI","TOT","AGRWTH","M","2016-12",8.533056,
"TUR","CPI","TOT","AGRWTH","M","2017-01",9.218773,
"TUR","CPI","TOT","AGRWTH","M","2017-02",10.12829,
"TUR","CPI","TOT","AGRWTH","M","2017-03",11.29179,
"TUR","CPI","TOT","AGRWTH","M","2017-04",11.86962,
"TUR","CPI","TOT","AGRWTH","M","2017-05",11.72218,
"TUR","CPI","TOT","AGRWTH","M","2017-06",10.90108,
"TUR","CPI","TOT","AGRWTH","M","2017-07",9.788379,
"TUR","CPI","TOT","AGRWTH","M","2017-08",10.6793,
"TUR","CPI","TOT","AGRWTH","M","2017-09",11.1985,
"TUR","CPI","TOT","AGRWTH","M","2017-10",11.89886,
"TUR","CPI","TOT","AGRWTH","M","2017-11",12.98426,
"TUR","CPI","TOT","AGRWTH","M","2017-12",11.91974,
"TUR","CPI","TOT","AGRWTH","M","2018-01",10.34563,
"TUR","CPI","TOT","AGRWTH","M","2018-02",10.25913,
"TUR","CPI","TOT","AGRWTH","M","2018-03",10.23457,
"TUR","CPI","TOT","AGRWTH","M","2018-04",10.84953,
"TUR","CPI","TOT","AGRWTH","M","2018-05",12.14707,
"TUR","CPI","TOT","AGRWTH","M","2018-06",15.38511,
"TUR","CPI","TOT","AGRWTH","M","2018-07",15.84902,
"TUR","CPI","TOT","AGRWTH","M","2018-08",17.89643,
"TUR","CPI","TOT","AGRWTH","M","2018-09",24.51892,
"TUR","CPI","TOT","AGRWTH","M","2018-10",25.24032,
"TUR","CPI","TOT","AGRWTH","M","2018-11",21.6188,
"TUR","CPI","TOT","AGRWTH","M","2018-12",20.30176,
"TUR","CPI","TOT","AGRWTH","M","2019-01",20.35374,
"TUR","CPI","TOT","AGRWTH","M","2019-02",19.67164,
"TUR","CPI","TOT","AGRWTH","M","2019-03",19.71291,
"TUR","CPI","TOT","AGRWTH","M","2019-04",19.5023,
"TUR","CPI","TOT","AGRWTH","M","2019-05",18.7116,
"TUR","CPI","TOT","AGRWTH","M","2019-06",15.72012,
"TUR","CPI","TOT","AGRWTH","M","2019-07",16.64673,
"TUR","CPI","TOT","AGRWTH","M","2019-08",15.00843,
"TUR","CPI","TOT","AGRWTH","M","2019-09",9.262102,
"TUR","CPI","TOT","AGRWTH","M","2019-10",8.552845,
"TUR","CPI","TOT","AGRWTH","M","2019-11",10.56185,
"TUR","CPI","TOT","AGRWTH","M","2019-12",11.83609,
"TUR","CPI","TOT","AGRWTH","M","2020-01",12.15364,
"TUR","CPI","TOT","AGRWTH","M","2020-02",12.36738,
"TUR","CPI","TOT","AGRWTH","M","2020-03",11.85919,
"TUR","CPI","TOT","AGRWTH","M","2020-04",10.9367,
"TUR","CPI","TOT","AGRWTH","M","2020-05",11.39002,
"TUR","CPI","TOT","AGRWTH","M","2020-06",12.62239,
"TUR","CPI","TOT","AGRWTH","M","2020-07",11.76414,
"TUR","CPI","TOT","AGRWTH","M","2020-08",11.77041,
"TUR","CPI","TOT","AGRWTH","M","2020-09",11.74831,
"TUR","CPI","TOT","AGRWTH","M","2020-10",11.88962,
"TUR","CPI","TOT","AGRWTH","M","2020-11",14.0263,
"TUR","CPI","TOT","AGRWTH","M","2020-12",14.59932,
"TUR","CPI","TOT","AGRWTH","M","2021-01",14.97368,
"TUR","CPI","TOT","AGRWTH","M","2021-02",15.61091,
"TUR","CPI","TOT","AGRWTH","M","2021-03",16.19024,
"TUR","CPI","TOT","AGRWTH","M","2021-04",17.14015,
"TUR","CPI","TOT","AGRWTH","M","2021-05",16.59285,
"TUR","CPI","TOT","AGRWTH","M","2021-06",17.52533,
"TUR","CPI","TOT","AGRWTH","M","2021-07",18.95168,
"TUR","CPI","TOT","AGRWTH","M","2021-08",19.25266,
"TUR","CPI","TOT","AGRWTH","M","2021-09",19.58257,
"TUR","CPI","TOT","AGRWTH","M","2021-10",19.89002,
"TUR","CPI","TOT","AGRWTH","M","2021-11",21.31253,
"TUR","CPI","TOT","AGRWTH","M","2021-12",36.0809,
"TUR","CPI","TOT","AGRWTH","M","2022-01",48.69082,
"TUR","CPI","TOT","AGRWTH","M","2022-02",54.43857,
"TUR","CPI","TOT","AGRWTH","M","2022-03",61.14454,
"TUR","CPI","TOT","AGRWTH","M","2022-04",69.97107,
"TUR","CPI","TOT","AGRWTH","M","2022-05",73.49595,
"TUR","CPI","TOT","AGRWTH","M","2022-06",78.6184,
"TUR","CPI","TOT","AGRWTH","M","2022-07",79.60205,
"TUR","CPI","TOT","AGRWTH","M","2022-08",80.2076,
"TUR","CPI","TOT","AGRWTH","M","2022-09",83.45249,
